name,whi,bla,his,asi,oth
JOALY,0.1794871794871795,0,0.8205128205128205,0,0
JOALYN,0.9,0,0.1,0,0
JOALYS,0,0,1,0,0
JOAM,0,0.42857142857142855,0.42857142857142855,0.14285714285714285,0
JOAN,0.8736012159209652,0.09633007187866122,0.016446597637820207,0.004239891073746873,0.009382223488806561
JOANA,0.27917981072555204,0.19663512092534174,0.4571503680336488,0.02181913774973712,0.0452155625657203
JOANAH,0.41025641025641024,0.24358974358974358,0,0.32051282051282054,0.02564102564102564
JOANANN,0.9363057324840764,0.06369426751592357,0,0,0
JOANAS,0.25,0.75,0,0,0
JOANATHAN,0.19047619047619047,0.5714285714285714,0.23809523809523808,0,0
JOANDELIZ,0,0,1,0,0
JOANDELL,0,1,0,0,0
JOANDRA,0.15441176470588236,0.3602941176470588,0.4338235294117647,0,0.051470588235294115
JOANDREA,0.4067796610169492,0.5932203389830508,0,0,0
JOANDY,0.06593406593406594,0,0.9340659340659341,0,0
JOANE,0.37421875,0.53828125,0.046875,0.03359375,0.00703125
JOANEL,0.061764705882352944,0.8205882352941176,0.10588235294117647,0.011764705882352941,0
JOANELL,0.32954545454545453,0.5511363636363636,0.07954545454545454,0,0.03977272727272727
JOANELLA,0.2727272727272727,0.6363636363636364,0.09090909090909091,0,0
JOANELLE,0.42718446601941745,0.3300970873786408,0.1941747572815534,0.019417475728155338,0.02912621359223301
JOANELLEN,1,0,0,0,0
JOANEM,0,1,0,0,0
JOANES,0,0.9247311827956989,0.07526881720430108,0,0
JOANETTA,0.2711864406779661,0.6991525423728814,0.0211864406779661,0.00847457627118644,0
JOANETTE,0.2781456953642384,0.6274834437086093,0.08278145695364239,0.011589403973509934,0
JOANEY,0.22580645161290322,0.7741935483870968,0,0,0
JOANGEL,0,0.1044776119402985,0.8955223880597015,0,0
JOANGELA,0.23255813953488372,0.7674418604651163,0,0,0
JOANI,0.7799043062200957,0.10366826156299841,0.10685805422647528,0,0.009569377990430622
JOANIA,0.12727272727272726,0.32727272727272727,0.5454545454545454,0,0
JOANICE,0.17142857142857143,0.4857142857142857,0.34285714285714286,0,0
JOANIE,0.7958077340079508,0.16136610046982292,0.021864835561980486,0.002529815684857246,0.018431514275388507
JOANIS,0,0.5,0.5,0,0
JOANISE,0.03225806451612903,0.7419354838709677,0.22580645161290322,0,0
JOANITA,0.26,0.6,0.09333333333333334,0.04666666666666667,0
JOANKA,0,0.21428571428571427,0.5357142857142857,0,0.25
JOANLEE,0.7096774193548387,0.06451612903225806,0.22580645161290322,0,0
JOANLIZ,0,0.09090909090909091,0.9090909090909091,0,0
JOANLY,0,0,1,0,0
JOANMANUEL,0.16129032258064516,0,0.8387096774193549,0,0
JOANMARIE,0.7463312368972747,0.06708595387840671,0.10482180293501048,0.06918238993710692,0.012578616352201259
JOANN,0.7564486291477422,0.21042474601896638,0.019402737402356353,0.005906249807939327,0.007817637622995656
JOANNA,0.7551213103986206,0.10369883821174924,0.10967883191701903,0.019445242689218222,0.01205577678339286
JOANNAH,0.7973856209150327,0.1655773420479303,0.004357298474945534,0.02832244008714597,0.004357298474945534
JOANNALEE,0.5,0.21875,0,0.21875,0.0625
JOANNAMARIE,0.21052631578947367,0,0.21052631578947367,0.5087719298245614,0.07017543859649122
JOANNE,0.8533886241257659,0.10408491675434796,0.022609395308535,0.010373212848919972,0.009543850962431145
JOANNEA,0.3225806451612903,0.6774193548387096,0,0,0
JOANNEL,0.28,0.44,0.24,0,0.04
JOANNEMARIE,0.55,0,0.075,0.375,0
JOANNER,0.25,0.75,0,0,0
JOANNES,0.37362637362637363,0.23076923076923078,0.10989010989010989,0.1978021978021978,0.08791208791208792
JOANNETT,0,0.7307692307692307,0.2692307692307692,0,0
JOANNETTA,0.25,0.75,0,0,0
JOANNETTE,0.2755102040816326,0.25,0.4744897959183674,0,0
JOANNI,0.5081967213114754,0,0.3770491803278688,0.11475409836065574,0
JOANNIA,0.6052631578947368,0.07894736842105263,0.3157894736842105,0,0
JOANNIE,0.4785085447954428,0.24961160020714657,0.24443293630243398,0.010875194199896427,0.016571724495080268
JOANNIS,0.5277777777777778,0,0.4444444444444444,0,0.027777777777777776
JOANNMARIE,0.7666666666666667,0.23333333333333334,0,0,0
JOANNNA,0.6774193548387096,0,0.3225806451612903,0,0
JOANNY,0.03278688524590164,0.05620608899297424,0.9063231850117096,0,0.00468384074941452
JOANS,0,0.5882352941176471,0.4117647058823529,0,0
JOANTA,0,1,0,0,0
JOANTHAN,0.4838709677419355,0.4838709677419355,0.03225806451612903,0,0
JOANTHONY,0.2222222222222222,0.4444444444444444,0.3333333333333333,0,0
JOANY,0.26158940397350994,0.0695364238410596,0.6688741721854304,0,0
JOANYS,0.23333333333333334,0,0.7666666666666667,0,0
JOAO,0.5260922330097088,0.04399271844660194,0.33100728155339804,0.0024271844660194173,0.09648058252427184
JOAOCARLOS,0.32432432432432434,0.16216216216216217,0.3783783783783784,0,0.13513513513513514
JOAOPAULO,0.1746031746031746,0,0.8253968253968254,0,0
JOAOPEDRO,0.25,0,0.5,0,0.25
JOAOVICTOR,0.4827586206896552,0,0.3793103448275862,0,0.13793103448275862
JOAQUAN,0,0.95,0,0,0.05
JOAQUIM,0.6573088092933205,0.1287512100677638,0.12294288480154889,0.01936108422071636,0.07163601161665054
JOAQUIN,0.12003660940580119,0.05765981413686286,0.7833004787383836,0.01612221909321318,0.022880878625739228
JOAQUINA,0.0875,0.17767857142857144,0.6803571428571429,0.02142857142857143,0.033035714285714286
JOAQUINE,0.2692307692307692,0.46153846153846156,0,0,0.2692307692307692
JOAQUINN,0.32142857142857145,0.6071428571428571,0.07142857142857142,0,0
JOAS,0.11643835616438356,0.5342465753424658,0.2328767123287671,0.0136986301369863,0.10273972602739725
